instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,is_holiday,season_name
4611,2011-07-16,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,42,68,110,Saturday,holiday,Fall
4612,2011-07-16,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51,75,Saturday,holiday,Fall
4613,2011-07-16,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48,58,Saturday,holiday,Fall
4614,2011-07-16,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,26,Saturday,holiday,Fall
4615,2011-07-16,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7,16,Saturday,holiday,Fall
4616,2011-07-16,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6,10,Saturday,holiday,Fall
4617,2011-07-16,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,16,21,37,Saturday,holiday,Fall
4618,2011-07-16,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,14,38,52,Saturday,holiday,Fall
4619,2011-07-16,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90,127,Saturday,holiday,Fall
4620,2011-07-16,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150,222,Saturday,holiday,Fall
4621,2011-07-16,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,114,208,322,Saturday,holiday,Fall
4622,2011-07-16,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,171,225,396,Saturday,holiday,Fall
4623,2011-07-16,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,187,276,463,Saturday,holiday,Fall
4624,2011-07-16,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,221,276,497,Saturday,holiday,Fall
4625,2011-07-16,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232,433,Saturday,holiday,Fall
4626,2011-07-16,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428,Saturday,holiday,Fall
4627,2011-07-16,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,183,242,425,Saturday,holiday,Fall
4628,2011-07-16,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,475,Saturday,holiday,Fall
4629,2011-07-16,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,185,243,428,Saturday,holiday,Fall
4630,2011-07-16,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,164,242,406,Saturday,holiday,Fall
4631,2011-07-16,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,108,188,296,Saturday,holiday,Fall
4632,2011-07-16,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,85,167,252,Saturday,holiday,Fall
4633,2011-07-16,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,65,136,201,Saturday,holiday,Fall
4634,2011-07-16,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107,168,Saturday,holiday,Fall
4635,2011-07-17,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,34,91,125,Sunday,holiday,Fall
4636,2011-07-17,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,16,86,102,Sunday,holiday,Fall
4637,2011-07-17,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,28,66,94,Sunday,holiday,Fall
4638,2011-07-17,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,21,26,47,Sunday,holiday,Fall
4639,2011-07-17,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,4,6,10,Sunday,holiday,Fall
4640,2011-07-17,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,12,Sunday,holiday,Fall
4641,2011-07-17,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,10,11,21,Sunday,holiday,Fall
4642,2011-07-17,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30,50,Sunday,holiday,Fall
4643,2011-07-17,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,45,73,118,Sunday,holiday,Fall
4644,2011-07-17,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110,184,Sunday,holiday,Fall
4645,2011-07-17,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304,Sunday,holiday,Fall
4646,2011-07-17,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,391,Sunday,holiday,Fall
4647,2011-07-17,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,420,Sunday,holiday,Fall
4648,2011-07-17,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,472,Sunday,holiday,Fall
4649,2011-07-17,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262,430,Sunday,holiday,Fall
4650,2011-07-17,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195,324,Sunday,holiday,Fall
4651,2011-07-17,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188,317,Sunday,holiday,Fall
4652,2011-07-17,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236,369,Sunday,holiday,Fall
4653,2011-07-17,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243,390,Sunday,holiday,Fall
4654,2011-07-17,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234,379,Sunday,holiday,Fall
4655,2011-07-17,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262,Sunday,holiday,Fall
4656,2011-07-17,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,207,Sunday,holiday,Fall
4657,2011-07-17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,Sunday,holiday,Fall
4658,2011-07-17,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93,Sunday,holiday,Fall
4659,2011-07-18,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51,Monday,work_day,Fall
4660,2011-07-18,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,25,Monday,work_day,Fall
4661,2011-07-18,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,10,Monday,work_day,Fall
4662,2011-07-18,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,7,Monday,work_day,Fall
4663,2011-07-18,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,4,Monday,work_day,Fall
4664,2011-07-18,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17,Monday,work_day,Fall
4665,2011-07-18,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,105,Monday,work_day,Fall
4666,2011-07-18,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277,Monday,work_day,Fall
4667,2011-07-18,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,347,Monday,work_day,Fall
4668,2011-07-18,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,203,Monday,work_day,Fall
4669,2011-07-18,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,130,Monday,work_day,Fall
4670,2011-07-18,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,141,Monday,work_day,Fall
4671,2011-07-18,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,165,Monday,work_day,Fall
4672,2011-07-18,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152,Monday,work_day,Fall
4673,2011-07-18,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,138,Monday,work_day,Fall
4674,2011-07-18,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164,Monday,work_day,Fall
4675,2011-07-18,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,265,Monday,work_day,Fall
4676,2011-07-18,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,545,Monday,work_day,Fall
4677,2011-07-18,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,558,Monday,work_day,Fall
4678,2011-07-18,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398,Monday,work_day,Fall
4679,2011-07-18,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323,Monday,work_day,Fall
4680,2011-07-18,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,202,Monday,work_day,Fall
4681,2011-07-18,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,140,Monday,work_day,Fall
4682,2011-07-18,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,91,Monday,work_day,Fall
4683,2011-07-19,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51,Tuesday,work_day,Fall
4684,2011-07-19,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,13,Tuesday,work_day,Fall
4685,2011-07-19,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13,Tuesday,work_day,Fall
4686,2011-07-19,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3,Tuesday,work_day,Fall
4687,2011-07-19,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,5,Tuesday,work_day,Fall
4688,2011-07-19,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19,Tuesday,work_day,Fall
4689,2011-07-19,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134,Tuesday,work_day,Fall
4690,2011-07-19,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,315,Tuesday,work_day,Fall
4691,2011-07-19,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412,Tuesday,work_day,Fall
4692,2011-07-19,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199,Tuesday,work_day,Fall
4693,2011-07-19,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141,Tuesday,work_day,Fall
4694,2011-07-19,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0.0,29,98,127,Tuesday,work_day,Fall
4695,2011-07-19,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,Tuesday,work_day,Fall
4696,2011-07-19,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,172,Tuesday,work_day,Fall
4697,2011-07-19,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,152,Tuesday,work_day,Fall
4698,2011-07-19,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,158,Tuesday,work_day,Fall
4699,2011-07-19,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277,Tuesday,work_day,Fall
4700,2011-07-19,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0.0,68,445,513,Tuesday,work_day,Fall
4701,2011-07-19,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,530,Tuesday,work_day,Fall
4702,2011-07-19,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,388,Tuesday,work_day,Fall
4703,2011-07-19,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277,Tuesday,work_day,Fall
4704,2011-07-19,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241,Tuesday,work_day,Fall
4705,2011-07-19,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0.0,36,120,156,Tuesday,work_day,Fall
4706,2011-07-19,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,92,Tuesday,work_day,Fall
4707,2011-07-20,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,40,Wednesday,work_day,Fall
4708,2011-07-20,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0.0,4,7,11,Wednesday,work_day,Fall
4709,2011-07-20,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0.0,2,7,9,Wednesday,work_day,Fall
4710,2011-07-20,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6,Wednesday,work_day,Fall
4711,2011-07-20,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0.0,0,4,4,Wednesday,work_day,Fall
4712,2011-07-20,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23,Wednesday,work_day,Fall
4713,2011-07-20,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,116,Wednesday,work_day,Fall
4714,2011-07-20,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303,Wednesday,work_day,Fall
4715,2011-07-20,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0.0,34,404,438,Wednesday,work_day,Fall
4716,2011-07-20,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209,Wednesday,work_day,Fall
4717,2011-07-20,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0.0,34,76,110,Wednesday,work_day,Fall
4718,2011-07-20,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142,Wednesday,work_day,Fall
4719,2011-07-20,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0.0,28,121,149,Wednesday,work_day,Fall
4720,2011-07-20,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120,Wednesday,work_day,Fall
4721,2011-07-20,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127,Wednesday,work_day,Fall
4722,2011-07-20,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138,Wednesday,work_day,Fall
4723,2011-07-20,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0.0,30,204,234,Wednesday,work_day,Fall
4724,2011-07-20,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455,Wednesday,work_day,Fall
4725,2011-07-20,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497,Wednesday,work_day,Fall
4726,2011-07-20,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382,Wednesday,work_day,Fall
4727,2011-07-20,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,Wednesday,work_day,Fall
4728,2011-07-20,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242,Wednesday,work_day,Fall
4729,2011-07-20,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169,Wednesday,work_day,Fall
4730,2011-07-20,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99,Wednesday,work_day,Fall
4731,2011-07-21,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42,Thursday,work_day,Fall
4732,2011-07-21,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21,Thursday,work_day,Fall
4733,2011-07-21,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6,Thursday,work_day,Fall
4734,2011-07-21,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6,Thursday,work_day,Fall
4735,2011-07-21,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,4,Thursday,work_day,Fall
4736,2011-07-21,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18,Thursday,work_day,Fall
4737,2011-07-21,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,117,Thursday,work_day,Fall
4738,2011-07-21,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,274,Thursday,work_day,Fall
4739,2011-07-21,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381,Thursday,work_day,Fall
4740,2011-07-21,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200,Thursday,work_day,Fall
4741,2011-07-21,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78,Thursday,work_day,Fall
4742,2011-07-21,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,106,Thursday,work_day,Fall
4743,2011-07-21,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,135,Thursday,work_day,Fall
4744,2011-07-21,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102,Thursday,work_day,Fall
4745,2011-07-21,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,147,Thursday,work_day,Fall
4746,2011-07-21,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,133,Thursday,work_day,Fall
4747,2011-07-21,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210,Thursday,work_day,Fall
4748,2011-07-21,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,414,Thursday,work_day,Fall
4749,2011-07-21,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382,Thursday,work_day,Fall
4750,2011-07-21,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284,Thursday,work_day,Fall
4751,2011-07-21,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,38,199,237,Thursday,work_day,Fall
4752,2011-07-21,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225,Thursday,work_day,Fall
4753,2011-07-21,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,36,113,149,Thursday,work_day,Fall
4754,2011-07-21,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,40,73,113,Thursday,work_day,Fall
4755,2011-07-22,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,9,51,60,Friday,work_day,Fall
4756,2011-07-22,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0.0,7,17,24,Friday,work_day,Fall
4757,2011-07-22,3,0,7,2,0,5,1,1,0.78,0.803,0.79,0.1343,0,14,14,Friday,work_day,Fall
4758,2011-07-22,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,1,6,7,Friday,work_day,Fall
4759,2011-07-22,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,8,5,13,Friday,work_day,Fall
4760,2011-07-22,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,2,17,19,Friday,work_day,Fall
4761,2011-07-22,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,13,83,96,Friday,work_day,Fall
4762,2011-07-22,3,0,7,7,0,5,1,2,0.8,0.803,0.66,0.1045,20,232,252,Friday,work_day,Fall
4763,2011-07-22,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322,Friday,work_day,Fall
4764,2011-07-22,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177,208,Friday,work_day,Fall
4765,2011-07-22,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,32,83,115,Friday,work_day,Fall
4766,2011-07-22,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86,109,Friday,work_day,Fall
4767,2011-07-22,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,115,Friday,work_day,Fall
4768,2011-07-22,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,123,Friday,work_day,Fall
4769,2011-07-22,3,0,7,14,0,5,1,1,0.96,1.0,0.48,0.2985,24,77,101,Friday,work_day,Fall
4770,2011-07-22,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,32,101,133,Friday,work_day,Fall
4771,2011-07-22,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182,Friday,work_day,Fall
4772,2011-07-22,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,35,271,306,Friday,work_day,Fall
4773,2011-07-22,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,34,250,284,Friday,work_day,Fall
4774,2011-07-22,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,40,210,250,Friday,work_day,Fall
4775,2011-07-22,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0.0,46,166,212,Friday,work_day,Fall
4776,2011-07-22,3,0,7,21,0,5,1,1,0.82,0.803,0.59,0.0896,38,152,190,Friday,work_day,Fall
4777,2011-07-22,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,44,105,149,Friday,work_day,Fall
4778,2011-07-22,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.194,19,84,103,Friday,work_day,Fall
4779,2011-07-23,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,16,85,101,Saturday,holiday,Fall
4780,2011-07-23,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,13,57,70,Saturday,holiday,Fall
4781,2011-07-23,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0.0,13,48,61,Saturday,holiday,Fall
4782,2011-07-23,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,6,16,22,Saturday,holiday,Fall
4783,2011-07-23,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,5,4,9,Saturday,holiday,Fall
4784,2011-07-23,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,1,6,7,Saturday,holiday,Fall
4785,2011-07-23,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,6,19,25,Saturday,holiday,Fall
4786,2011-07-23,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,7,38,45,Saturday,holiday,Fall
4787,2011-07-23,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,24,85,109,Saturday,holiday,Fall
4788,2011-07-23,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,30,102,132,Saturday,holiday,Fall
4789,2011-07-23,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,61,137,198,Saturday,holiday,Fall
4790,2011-07-23,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,62,154,216,Saturday,holiday,Fall
4791,2011-07-23,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,71,164,235,Saturday,holiday,Fall
4792,2011-07-23,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,78,167,245,Saturday,holiday,Fall
4793,2011-07-23,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0.0,84,152,236,Saturday,holiday,Fall
4794,2011-07-23,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0,78,137,215,Saturday,holiday,Fall
4795,2011-07-23,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,70,151,221,Saturday,holiday,Fall
4796,2011-07-23,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,70,127,197,Saturday,holiday,Fall
4797,2011-07-23,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,62,134,196,Saturday,holiday,Fall
4798,2011-07-23,3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,80,137,217,Saturday,holiday,Fall
4799,2011-07-23,3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,47,98,145,Saturday,holiday,Fall
4800,2011-07-23,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,39,115,154,Saturday,holiday,Fall
4801,2011-07-23,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,37,88,125,Saturday,holiday,Fall
4802,2011-07-23,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104,Saturday,holiday,Fall
4803,2011-07-24,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119,Sunday,holiday,Fall
4804,2011-07-24,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96,Sunday,holiday,Fall
4805,2011-07-24,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,12,48,60,Sunday,holiday,Fall
4806,2011-07-24,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,17,20,37,Sunday,holiday,Fall
4807,2011-07-24,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6,Sunday,holiday,Fall
4808,2011-07-24,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,5,3,8,Sunday,holiday,Fall
4809,2011-07-24,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22,Sunday,holiday,Fall
4810,2011-07-24,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35,Sunday,holiday,Fall
4811,2011-07-24,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104,Sunday,holiday,Fall
4812,2011-07-24,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154,Sunday,holiday,Fall
4813,2011-07-24,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226,Sunday,holiday,Fall
4814,2011-07-24,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243,Sunday,holiday,Fall
4815,2011-07-24,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246,Sunday,holiday,Fall
4816,2011-07-24,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252,Sunday,holiday,Fall
4817,2011-07-24,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283,Sunday,holiday,Fall
4818,2011-07-24,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238,Sunday,holiday,Fall
4819,2011-07-24,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249,Sunday,holiday,Fall
4820,2011-07-24,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249,Sunday,holiday,Fall
4821,2011-07-24,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243,Sunday,holiday,Fall
4822,2011-07-24,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240,Sunday,holiday,Fall
4823,2011-07-24,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195,Sunday,holiday,Fall
4824,2011-07-24,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153,Sunday,holiday,Fall
4825,2011-07-24,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,23,75,98,Sunday,holiday,Fall
4826,2011-07-24,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50,Sunday,holiday,Fall
4827,2011-07-25,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,17,17,34,Monday,work_day,Fall
4828,2011-07-25,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12,Monday,work_day,Fall
4829,2011-07-25,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6,Monday,work_day,Fall
4830,2011-07-25,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,2,2,4,Monday,work_day,Fall
4831,2011-07-25,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6,Monday,work_day,Fall
4832,2011-07-25,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24,Monday,work_day,Fall
